cat,code,catMaster,catReport,required,retired,comment,Country,inMin,inPilot,SubCode,UserDefined,PDAEventType
"REMREA","OTHERD","REMREA",0,1,0,,,,0,0,0,
"REMREA","REPDIS","REMREA",0,1,0,,,,0,0,0,
"REMREA","RESPCULL","REMREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"REMREA","RYEGRASSCULL","REMREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"REMREA","SALMONELLACULL","REMREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"REMREA","SECZEMA","REMREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"REMREA","SLOW","REMREA",0,1,0,,,,0,0,0,
"REMREA","SUCKER","REMREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"REMREA","TB","REMREA",0,1,0,,,,0,0,0,
"REMREA","TRANS",,0,1,0,"99.8.096 KJS",,,0,0,0,
"REMREA","UDRBD","REMREA",0,1,0,,,,0,0,0,
"REMREA","UDRHEALTH","REMREA",0,1,0,,,,0,0,0,
"REMREA","UNKNWNCULL","REMREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"REMTYP","AGEANA","REMTYP",0,1,0,,,,0,0,0,
"REMTYP","REASON","REMTYP",0,1,0,,,,0,0,0,
"REMTYP","SUMM","REMTYP",0,1,0,,,,0,0,0,
"REREAS","ABREC","REREAS",0,1,0,,,,0,0,0,
"REREAS","ABSUS","REREAS",0,1,0,,,,0,0,0,
"REREAS","ENDO","REREAS",0,1,0,,,,0,0,0,
"REREAS","FTC","REREAS",0,1,0,,,,0,0,0,
"REREAS","LATECA","REREAS",0,1,0,,,,0,0,0,
"REREAS","MTDAYS","REREAS",0,1,0,,,,0,0,0,
"REREAS","NEWCOW","REREAS",0,1,0,,,,0,0,0,
"REREAS","NOEVEN","REREAS",0,1,0,,,,0,0,0,
"REREAS","NVO","REREAS",0,1,0,,,,0,0,0,
"REREAS","NYMPHO","REREAS",0,1,0,,,,0,0,0,
"REREAS","OTHERR","REREAS",0,1,0,,,,0,0,0,
"REREAS","OVERDU","REREAS",0,1,0,,,,0,0,0,
"REREAS","POSTNA","REREAS",0,1,0,,,,0,0,0,
"REREAS","PREGD","REREAS",0,1,0,,,,0,0,0,
"REREAS","VVRQST","REREAS",0,1,0,,,,0,0,0,
"RETINT","ANAL","RETINT",0,1,0,,,,0,0,0,
"RETINT","HISTOGRAM","RETINT",0,1,0,,,,0,0,0,
"RETINT","SUMM","RETINT",0,1,0,,,,0,0,0,
"RLACTS","LALL","RLACTS",0,1,0,,,,0,0,0,
"RLACTS","LCRITD","RLACTS",0,1,0,,,,0,0,0,
"RLACTS","LCUR","RLACTS",0,1,0,,,,0,0,0,
"RLACTS","LLSTN","RLACTS",0,1,0,,,,0,0,0,
"RPTCPC","AGEANA","RPTCPC",0,1,0,,,,0,0,0,
"RPTCPC","DIM","RPTCPC",0,1,0,,,,0,0,0,
"RPTCPC","SUMM","RPTCPC",0,1,0,,,,0,0,0,
"RPTCPL","AGEANA","RPTCPL",0,1,0,,,,0,0,0,
"RPTCPL","CODEANALYSIS","RPTCPL",0,1,0,,,,0,0,0,
"RPTCPM","AGEANA","RPTCPM",0,1,0,,,,0,0,0,
"RPTCPM","CODEANALYSIS","RPTCPM",0,1,0,,,,0,0,0,
"RPTCPM","DIM","RPTCPM",0,1,0,,,,0,0,0,
"RPTCPM","SUMM","RPTCPM",0,1,0,,,,0,0,0,
"RPTCPS","AGEANA","RPTCPS",0,1,0,,,,0,0,0,
"RPTCPS","CODEANALYSIS","RPTCPS",0,1,0,,,,0,0,0,
"RPTCPS","DIM","RPTCPS",0,1,0,,,,0,0,0,
"RPTSUBRATE","AGEANA","RPTSUBRATE",0,1,0,,,,0,0,0,
"RPTSUBRATE","AGEDSC","RPTSUBRATE",0,1,0,,,,0,0,0,
"RPTSUBRATE","AGESUM","RPTSUBRATE",0,1,0,,,,0,0,0,
"RPTSUBRATE","CDEANA","RPTSUBRATE",0,1,0,,,,0,0,0,
"RPTSUBRATE","CS","RPTSUBRATE",0,1,0,,,,0,0,0,
"RPTSUBRATE","DSC","RPTSUBRATE",0,1,0,,,,0,0,0,
"RPTSUBRATE","HLTHANA","RPTSUBRATE",0,1,0,,,,0,0,0,
"RPTSUBRATE","SUMM","RPTSUBRATE",0,1,0,,,,0,0,0,
"SAMPLE","BLOOD","SAMPLE",0,1,0,,,,0,0,0,
"SAMPLE","FAECES","SAMPLE",0,1,0,,,,0,0,0,
"SAMPLE","FOETUS","SAMPLE",0,1,0,,,,0,0,0,
"SAMPLE","HAIR","SAMPLE",0,1,0,,,,0,0,0,
"SAMPLE","LIVER","SAMPLE",0,1,0,,,,0,0,0,
"SAMPLE","MILKSA","SAMPLE",0,1,0,,,,0,0,0,
"SAMPLE","OTHERS","SAMPLE",0,1,0,,,,0,0,0,
"SAMPLE","SWAB","SAMPLE",0,1,0,,,,0,0,0,
"SAMPLE","TISSUE","SAMPLE",0,1,0,,,,0,0,0,
"SAMPLE","URINE","SAMPLE",0,1,0,,,,0,0,0,
"SCLASS","CALF","SCLASS",0,1,0,,,,0,0,0,
"SCLASS","COW","SCLASS",0,1,0,,,,0,0,0,
"SCLASS","HEIFER","SCLASS",0,1,0,,,,0,0,0,
"SCLASS","MALE","SCLASS",0,1,0,,,,0,0,0,
"SEMENSTORE","FARMOFF","SEMENSTORE",0,1,0,"01102001 GRA Added","AUS",,0,0,0,
"SEMENSTORE","FARMON","SEMENSTORE",0,1,0,"01102001 GRA Added","AUS",,0,0,0,
"SEMENTYPE","FRESH","SEMENTYPE",0,1,0,"01102001 GRA Added","AUS",,0,0,0,
"SEMENTYPE","FROZEN","SEMENTYPE",0,1,0,"01102001 GRA Added","AUS",,0,0,0,
"SERVIC","AI","SERVIC",0,1,0,,,,0,0,0,
"SERVIC","ET","SERVIC",0,1,0,,,,0,0,0,
"SERVIC","NM","SERVIC",0,1,0,,,,0,0,0,
"SERVIC","UNRECMATING","SERVIC",0,1,0,,,,0,0,0,
"SORNS","NSEAS","SORNS",0,1,0,,,,0,0,0,
"SORNS","SEAS","SORNS",0,1,0,,,,0,0,0,
"SPLITSTRAW","NO","SPLITSTRAW",0,1,0,,,,0,0,0,
"SPLITSTRAW","YES","SPLITSTRAW",0,1,0,,,,0,0,0,
"STKTYP","ACALF","STKTYP",0,1,0,,,,0,0,0,
"STKTYP","AUTBEF","STKTYP",0,1,0,,,,0,0,0,
"STKTYP","AUTBUL","STKTYP",0,1,0,,,,0,0,0,
"STKTYP","AUTCOW","STKTYP",0,1,0,,,,0,0,0,
"STKTYP","AUTHFR","STKTYP",0,1,0,,,,0,0,0,
"STKTYP","AUTSTR","STKTYP",0,1,0,,,,0,0,0,
"STKTYP","BEEF","STKTYP",0,1,0,,,,0,0,0,
"STKTYP","BULL","STKTYP",0,1,0,,,,0,0,0,
"STKTYP","CALF","STKTYP",0,1,0,,,,0,0,0,
"STKTYP","COW","STKTYP",0,1,0,,,,0,0,0,
"STKTYP","DRYCOW","STKTYP",0,1,0,,,,0,0,0,
"STKTYP","HFR","STKTYP",0,1,0,,,,0,0,0,
"STKTYP","SCALF","STKTYP",0,1,0,,,,0,0,0,
"STKTYP","SPRBEF","STKTYP",0,1,0,,,,0,0,0,
"STKTYP","SPRBUL","STKTYP",0,1,0,,,,0,0,0,
"STKTYP","SPRCOW","STKTYP",0,1,0,,,,0,0,0,
"STKTYP","SPRHFR","STKTYP",0,1,0,,,,0,0,0,
"STKTYP","SPRSTR","STKTYP",0,1,0,,,,0,0,0,
"STKTYP","STEER","STKTYP",0,1,0,,,,0,0,0,
"SYSCODES","ACRES","SYSCODES",0,1,0,"30012001 GRA Added",,,1,0,0,
"SYSCODES","ADDNEW","SYSCODES",0,1,0,"11112001 GRA Added",,,1,0,0,
"SYSCODES","AM","SYSCODES",0,1,0,,,,1,0,0,
"SYSCODES","CODENOFAV","SYSCODES",0,1,0,"21112002 GRA Added",,,0,0,0,
"SYSCODES","COMMENTS","SYSCODES",0,1,0,,,,1,0,0,
"SYSCODES","COWPADBWSTRING","SYSCODES",0,1,0,"10112001 GRA Added",,,1,0,0,
"SYSCODES","COWPADCALFPREFIX","SYSCODES",0,1,0,"27052002 GRA Added",,,1,0,0,
"SYSCODES","COWPADCOUNTRY","SYSCODES",0,1,0,,,,1,0,0,
"SYSCODES","COWPADEXPIRY","SYSCODES",0,1,0,"15052002 GRA Added",,,1,0,0,
"SYSCODES","COWPADLICTYPE","SYSCODES",0,1,0,"15052002 GRA Added",,,1,0,0,
"SYSCODES","COWPADLWSTRING","SYSCODES",0,1,0,"10112001 GRA Added",,,1,0,0,
"SYSCODES","COWPADNEWPDB","SYSCODES",0,1,0,"03062001 GRA Added",,,1,0,0,
"SYSCODES","COWPADNODATA","SYSCODES",0,1,0,"09112001 GRA Added",,,1,0,0,
"SYSCODES","COWPADPSMDAYS","SYSCODES",0,1,0,"30102002 GRA Added",,,1,0,0,
"SYSCODES","COWPADPSMTYPE","SYSCODES",0,1,0,"30102002 GRA Added",,,1,0,0,
"SYSCODES","COWPADPWSTRING","SYSCODES",0,1,0,"10112001 GRA Added",,,1,0,0,
"SYSCODES","COWPADREADONLY","SYSCODES",0,1,0,"15052002 GRA Added",,,1,0,0,
"SYSCODES","COWPADUSERID","SYSCODES",0,1,0,"15052002 GRA Added",,,1,0,0,
"SYSCODES","COWPADUSERNAME","SYSCODES",0,1,0,"15052002 GRA Added",,,1,0,0,
"SYSCODES","GESTATION","SYSCODES",0,1,0,"18112001 GRA Added",,,1,0,0,
"SYSCODES","HA","SYSCODES",0,1,0,"30012001 GRA Added",,,1,0,0,
"SYSCODES","HERDCODE","SYSCODES",0,1,0,"18052001 GRA Added",,,1,0,0,
"SYSCODES","HERDOWNER","SYSCODES",0,1,0,"18052001 GRA Added",,,1,0,0,
"SYSCODES","LASTCALFID","SYSCODES",0,1,0,"18052001 GRA Added",,,1,0,0,
"SYSCODES","LASTCOWPADEXPORTDATE","SYSCODES",0,1,0,"18052001 GRA Added",,,1,0,0,
"SYSCODES","LASTEVENTKEY","SYSCODES",0,1,0,"18052001 GRA Added",,,1,0,0,
"SYSCODES","LICENCEDTO","SYSCODES",0,1,0,"25052001 GRA Added",,,1,0,0,
"SYSCODES","NA","SYSCODES",0,1,0,,,,1,0,0,
"SYSCODES","PM","SYSCODES",0,1,0,,,,1,0,0,
"SYSCODES","PSMDATE","SYSCODES",0,1,0,"18052001 GRA Added",,,1,0,0,
"SYSCODES","PTPTCODE","SYSCODES",0,1,0,"18052001 GRA Added",,,1,0,0,
"SYSCODES","UNKNWN","SYSCODES",0,1,0,,,,1,0,0,
"SYSYESNO","NO","SYSCODES",0,1,0,,,,1,0,0,
"SYSYESNO","YES","SYSCODES",0,1,0,,,,1,0,0,
"T_ANTB","T_AMOXLA","T_ANTB",0,1,0,,"NZIRI",,0,0,0,
"T_ANTB","T_AMOXSA","T_ANTB",0,1,0,,"NZIRI",,0,0,0,
"T_ANTB","T_CEFTIOFUR","T_ANTB",0,1,0,,"NZIRI",,0,0,0,
"T_ANTB","T_CEPHL","T_ANTB",0,1,0,,"NZIRI",,0,0,0,
"T_ANTB","T_ENRO","T_ANTB",0,1,0,,"NZIRI",,0,0,0,
"T_ANTB","T_ERYTH","T_ANTB",0,1,0,,,,0,0,0,
"T_ANTB","T_OXYSA","T_ANTB",0,1,0,,"NZIRI",,0,0,0,
"T_ANTB","T_OXYTET","T_ANTB",0,1,0,,,,0,0,0,
"T_ANTB","T_PENLA","T_ANTB",0,1,0,,,,0,0,0,
"T_ANTB","T_PENSA","T_ANTB",0,1,0,,,,0,0,0,
"T_ANTB","T_PESSAR","T_ANTB",0,1,0,,"NZIRI",,0,0,0,
"T_ANTB","T_TRISULPHA","T_ANTB",0,1,0,,"NZIRI",,0,0,0,
"T_ANTB","T_TYLO","T_ANTB",0,1,0,,,,0,0,0,
"T_ANTP","T_ABAMEC","T_ANTP",0,1,0,,"NZIRI",,0,0,0,
"T_ANTP","T_DORAMECT","T_ANTP",0,1,0,,"NZIRI",,0,0,0,
"T_ANTP","T_IVOMEC","T_ANTP",0,1,0,,,,0,0,0,
"T_ANTP","T_LEVAM","T_ANTP",0,1,0,,,,0,0,0,
"T_ANTP","T_MOXIDECT","T_ANTP",0,1,0,,"NZIRI",,0,0,0,
"T_ANTP","T_NITROX","T_ANTP",0,1,0,,"NZIRI",,0,0,0,
"T_ANTP","T_OXFEND","T_ANTP",0,1,0,,"NZIRI",,0,0,0,
"T_ANTP","T_RAFOX","T_ANTP",0,1,0,,"NZIRI",,0,0,0,
"T_ANTP","T_RICOBEND","T_ANTP",0,1,0,,"NZIRI",,0,0,0,
"T_ANTP","T_TRICLABEND","T_ANTP",0,1,0,,"NZIRI",,0,0,0,
"T_DCT","T_ALBADC","T_DCT",0,1,0,"01102001 GRA Added","AUS",,0,0,0,
"T_DCT","T_AMPIDC","T_DCT",0,1,0,"01102001 GRA Added","AUS",,0,0,0,
"T_DCT","T_BOVECDC","T_DCT",0,1,0,,,,0,0,0,
"T_DCT","T_NEODC","T_DCT",0,1,0,"01102001 GRA Added","AUS",,0,0,0,
"T_DCT","T_NORODC","T_DCT",0,1,0,,,,0,0,0,
"T_DCT","T_ORBDC","T_DCT",0,1,0,"28/7/2004 GRA Added","INT",,0,0,0,
"T_DCT","T_ORBEND","T_DCT",0,1,0,"28/7/2004 GRA Added","INT",,0,0,0,
"T_HORM","T_CIDR","T_HORM",0,1,0,,,,0,0,0,
"T_HORM","T_DEXISO","T_HORM",0,1,0,,"NZIRI",,0,0,0,
"T_HORM","T_DEXNAPH","T_HORM",0,1,0,,"NZIRI",,0,0,0,
"T_HORM","T_DEXTMA","T_HORM",0,1,0,,"NZIRI",,0,0,0,
"T_HORM","T_EBENZO","T_HORM",0,1,0,,,,0,0,0,
"T_HORM","T_ECYPIO","T_HORM",0,1,0,,"NZIRI",,0,0,0,
"T_HORM","T_FSH","T_HORM",0,1,0,,,,0,0,0,
"T_HORM","T_GNRH","T_HORM",0,1,0,,,,0,0,0,
"T_HORM","T_HCG","T_HORM",0,1,0,,,,0,0,0,
"T_HORM","T_HCGPROG","T_HORM",0,1,0,,"NZIRI",,0,0,0,
"T_HORM","T_NORGEST","T_HORM",0,1,0,,"NZIRI",,0,0,0,
"T_HORM","T_OXYTOC","T_HORM",0,1,0,,,,0,0,0,
"T_HORM","T_PMSG","T_HORM",0,1,0,,,,0,0,0,
"T_HORM","T_PROGEST","T_HORM",0,1,0,,,,0,0,0,
"T_HORM","T_PROSTA","T_HORM",0,1,0,,,,0,0,0,
"T_INTR","T_AMPILC","T_INTR",0,1,0,"01102001 GRA Added","AUS",,0,0,0,
"T_INTR","T_DICLOLC","T_INTR",0,1,0,,"NZIRI",,0,0,0,
"T_INTR","T_MASTABLC","T_INTR",0,1,0,"01102001 GRA Added","AUS",,0,0,0,
"T_INTR","T_ORBLA","T_INTR",0,1,0,"28/7/2004 GRA Added","INT",,0,0,0,
"T_INTR","T_STREPENVLC","T_INTR",0,1,0,,,,0,0,0,
"T_INTR","T_VETIM","T_INTR",0,1,0,,"NZIRI",,0,0,0,
"T_META","T_CALCUM","T_META",0,1,0,,,,0,0,0,
"T_META","T_DEXTROSE50","T_META",0,1,0,,,,0,0,0,
"T_META","T_NAHCO3","T_META",0,1,0,,,,0,0,0,
"T_META","T_PROPYLGLYC","T_META",0,1,0,,,,0,0,0,
"T_MISC","T_CLENBUT","T_MISC",0,1,0,,,,0,0,0,
"T_MISC","T_COPSUL","T_MISC",0,1,0,,,,0,0,0,
"TDOSEPERIOD","TDOSEPERIOD_D","TDOSEPERIOD",0,1,0,"19042001 GWB Added",,,0,0,0,
"TDOSEPERIOD","TDOSEPERIOD_H","TDOSEPERIOD",0,1,0,"19042001 GWB Added",,,0,0,0,
"TDOSEPERIOD","TDOSEPERIOD_W","TDOSEPERIOD",0,1,0,"19042001 GWB Added",,,0,0,0,
"TDOSEUOM","TDOSE_CAP","TDOSEUOM",0,1,0,"19042001 GWB Added",,,0,0,0,
"TDOSEUOM","TDOSE_DOSE","TDOSEUOM",0,1,0,"16072003 GRA Added",,,0,0,0,
"TDOSEUOM","TDOSE_GRAM","TDOSEUOM",0,1,0,"19042001 GWB Added",,,0,0,0,
"TDOSEUOM","TDOSE_ML","TDOSEUOM",0,1,0,"19042001 GWB Added",,,0,0,0,
"TDOSEUOM","TDOSE_TUBE","TDOSEUOM",0,1,0,"19042001 GWB Added",,,0,0,0,
"TDOSEUOM","TDOSE_UNIT","TDOSEUOM",0,1,0,"19042001 GWB Added",,,0,0,0,
"TESTPER","BACTERIOL","TESTPER",0,1,0,,,,0,0,0,
"TESTPER","BIOCHEM","TESTPER",0,1,0,,,,0,0,0,
"TESTPER","HAEMATOL","TESTPER",0,1,0,,,,0,0,0,
"TESTPER","HISTOPATH","TESTPER",0,1,0,,,,0,0,0,
"TESTPER","MINERAL","TESTPER",0,1,0,,,,0,0,0,
"TESTPER","TOXIN","TESTPER",0,1,0,,,,0,0,0,
"TESTPER","VIROL","TESTPER",0,1,0,,,,0,0,0,
"TOCULLREA","ABORT","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","ACCIDENT","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","BADTYPE","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","BEHAV","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","BLINDQ","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","BLOATREM","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","BRUCELLOSISCULL","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","CANCER","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","DAIRY","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","DIFCLV","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","EBL","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","ECZEMA","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","FORBEEF","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","FTC","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","GSTAG","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","HIGHCELL","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","JOHNES","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","LAMEREM","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","LATECA","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","LEPTOCULL","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","LIMITSIZE","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","LOWPRD","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","MASTREM","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","MLKFEV","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","NOTPREGNANT","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","OLDAGE","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","OTHERC","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","OTHERD","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","REPDIS","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","RESPCULL","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","RYEGRASSCULL","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","SALMONELLACULL","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","SECZEMA","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","SLOW","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","SUCKER","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","TB","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","TRANS",,0,1,0,"99.8.096 KJS",,,0,0,0,
"TOCULLREA","UDRBD","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","UDRHEALTH","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TOCULLREA","UNKNWNCULL","TOCULLREA",0,1,0,"20112000 GRA Added",,,0,0,0,
"TPROC","AMPUTA","TPROC",0,1,0,,,,0,0,0,
"TPROC","CAESAR","TPROC",0,1,0,,,,0,0,0,
"TPROC","CASLICKS","TPROC",0,1,0,,,,0,0,0,
"TPROC","DEHORN","TPROC",0,1,0,,,,0,0,0,
"TPROC","DRAINABSCESS","TPROC",0,1,0,,,,0,0,0,
"TPROC","EPISIOTOMY","TPROC",0,1,0,,,,0,0,0,
"TPROC","FOETOTOMY","TPROC",0,1,0,,,,0,0,0,
"TPROC","FOOTRIM","TPROC",0,1,0,,,,0,0,0,
"TPROC","INFUSE","TPROC",0,1,0,,,,0,0,0,
"TPROC","MAJORSURG","TPROC",0,1,0,,,,0,0,0,
"TPROC","MINORSURG","TPROC",0,1,0,,,,0,0,0,
"TPROC","RUMENOTOMY","TPROC",0,1,0,,,,0,0,0,
"TPROC","TAILDOCK","TPROC",0,1,0,"10102000 GRA Added",,,0,0,0,
"TPROC","TEATSURGERY","TPROC",0,1,0,,,,0,0,0,
"TPROC","TPROCCLVI",,0,1,0,"05122000 GRA Added",,,0,1,0,
"TPROCCLVI","2INDUCT","TPROC",0,1,0,,,,0,0,0,
"TPROCCLVI","3INDUCT","TPROC",0,1,0,,,,0,0,0,
"TPROCCLVI","FIRSTINDUCT","TPROC",0,1,0,,,,0,0,0,
"TREGIME","TREGIME_D","TREGIME",0,1,0,,,,0,0,0,
"TREGIME","TREGIME_M","TREGIME",0,1,0,,,,0,0,0,
"TREGIME","TREGIME_T","TREGIME",0,1,0,,,,0,0,0,
"TREGIME","TREGIME_W","TREGIME",0,1,0,,,,0,0,0,
"TVACCI","T_CLOSTRIDIAL","TVACCI",0,1,0,,,,0,0,0,
"TVACCI","T_ECOLI","TVACCI",0,1,0,,,,0,0,0,
"TVACCI","T_EPHEMERALVACC","TVACCI",0,1,0,"was EPHEMERALFEV",,,0,0,0,
"TVACCI","T_LEPTOVACC","TVACCI",0,1,0,"was LEPTO",,,0,0,0,
"TVACCI","T_SALMONELLAVACC","TVACCI",0,1,0,,,,0,0,0,
"TVACCI","T_VIBRIOSIS","TVACCI",0,1,0,,,,0,0,0,
"VETORF","FARMER","VETORF",0,1,0,,,,0,0,0,
"VETORF","VET","VETORF",0,1,0,,,,0,0,0,
"VETRPT","VVCOWS","VETRPT",0,1,0,,,,0,0,0,
"VETRPT","VVSUMM","VETRPT",0,1,0,,,,0,0,0,
"VETSHT","VETVISITDETAIL","VETSHT",0,1,0,,,,0,0,0,
"VETSHT","VETVISITFARMER","VETSHT",0,1,0,,,,0,0,0,
"VETSHT","VETVISITSHEET","VETSHT",0,1,0,,,,0,0,0,
"VRREAS","ABSUS","VRREAS",0,1,0,,,,0,0,0,
"VRREAS","CYSTOV","VRREAS",0,1,0,,,,0,0,0,
"VRREAS","LAME","VRREAS",0,1,0,,,,0,0,0,
"VRREAS","MAST","VRREAS",0,1,0,,,,0,0,0,
"VRREAS","PDRC","VRREAS",0,1,0,,,,0,0,0,
"VRREAS","SPECIMEN","VRREAS",0,1,0,,,,0,0,0,
"VRREAS","SURG","VRREAS",0,1,0,,,,0,0,0,
"VRREAS","UPSET","VRREAS",0,1,0,,,,0,0,0,
"WCANAL","AGEANA","WCANAL",0,1,0,,,,0,0,0,
"WCANAL","CDEANA","WCANAL",0,1,0,,,,0,0,0,
"WCANAL","DSCANA","WCANAL",0,1,0,,,,0,0,0,
"WCANAL","DTEANA","WCANAL",0,1,0,,,,0,0,0,
"WCGPHX","DATE","WCGPHX",0,1,0,,,,0,0,0,
"WCGPHX","DIM","WCGPHX",0,1,0,,,,0,0,0,
"WCGPHY","WCGPHY CS GL","WCGPHY",0,1,0,,,,0,0,0,
"WCGPHY","WCGPHY CS NO","WCGPHY",0,1,0,,,,0,0,0,
"WCGPHY","WCGPHY CS TA","WCGPHY",0,1,0,,,,0,0,0,
"WCGPHY","WCGPHY CSAVG","WCGPHY",0,1,0,,,,0,0,0,
"WCGPHY","WCGPHY CSMAX","WCGPHY",0,1,0,,,,0,0,0,
"WCGPHY","WCGPHY CSMIN","WCGPHY",0,1,0,,,,0,0,0,
"WCGPHY","WCGPHY WT GL","WCGPHY",0,1,0,,,,0,0,0,
"WCGPHY","WCGPHY WT NO","WCGPHY",0,1,0,,,,0,0,0,
"WCGPHY","WCGPHY WT TA","WCGPHY",0,1,0,,,,0,0,0,
"WCGPHY","WCGPHY WTAVG","WCGPHY",0,1,0,,,,0,0,0,
"WCGPHY","WCGPHY WTMAX","WCGPHY",0,1,0,,,,0,0,0,
"WCGPHY","WCGPHY WTMIN","WCGPHY",0,1,0,,,,0,0,0,
"WCSORT","WCS1","WCSORT",0,1,0,,,,0,0,0,
"WCSORT","WCS10","WCSORT",0,1,0,,,,0,0,0,
"WCSORT","WCS2","WCSORT",0,1,0,,,,0,0,0,
"WCSORT","WCS3","WCSORT",0,1,0,,,,0,0,0,
"WCSORT","WCS4","WCSORT",0,1,0,,,,0,0,0,
"WCSORT","WCS5","WCSORT",0,1,0,,,,0,0,0,
"WCSORT","WCS6","WCSORT",0,1,0,,,,0,0,0,
"WCSORT","WCS7","WCSORT",0,1,0,,,,0,0,0,
"WCSORT","WCS8","WCSORT",0,1,0,,,,0,0,0,
"WCSORT","WCS9","WCSORT",0,1,0,,,,0,0,0,
"WGPHX","AGEINDAYS","WGPHX",0,1,0,,,,0,0,0,
"WGPHX","DATE","WGPHX",0,1,0,,,,0,0,0,
"WGPHY","WCGPHY WT GL","WGPHY",0,1,0,,,,0,0,0,
"WGPHY","WCGPHY WT NO","WGPHY",0,1,0,,,,0,0,0,
"WGPHY","WCGPHY WT TA","WGPHY",0,1,0,,,,0,0,0,
"WGPHY","WCGPHY WTAVG","WGPHY",0,1,0,,,,0,0,0,
"WGPHY","WCGPHY WTMAX","WGPHY",0,1,0,,,,0,0,0,
"WGPHY","WCGPHY WTMIN","WGPHY",0,1,0,,,,0,0,0,
"WORKERS","VET","WORKERS",0,1,0,"01102001 GRA Added","AUS",,0,0,0,
