CowKey,Herd,CowExternalKey,LifetimeID,PedigreeNumber,ElectronicID,RemovalDate,BirthDate,BoughtDate,ToCullDate,LactationNumber,LactNumberEst,BW,BWReliability,Name,Breed,Sire,Dam,DamExternalKey,comment,InitialLactationStatus,InitialDueSire,InitialDueDate,RemovalFate,RemovalReason1,RemovalReason2,RemovalReason3,RemovalComment,StockClass,ABVFat,ABVProtein,ABVMilk,TransferID,PW,CowNumber,PWRel,ExpCalfPW,ExpCalfPWRel
283,2669680,12087308,XVX-94-27,,,,21/08/1994,,,4,FALSE,60,52,,F,63684,XVX-90-1         ,8882586,,,,,,,,,,COW,,,,,139.1,70,73.4,89.2,14.8
284,2669680,11202224,XVX-93-5,,,,10/08/1993,,,5,FALSE,-3,41,,F,63206,XVX-90-20        ,8882606,,,,,,,,,,COW,,,,,-46.1,71,74.6,44.3,18.1
285,2669680,8127758,XVX-87-43,,,,19/08/1987,,,11,FALSE,29,52,DTR OF NO 257,F8 J8,81252,,4217639,,,,,,,,,,COW,,,,,59.9,72,79.7,,
286,2669680,11202203,XVX-93-26,,,,17/08/1993,,,5,FALSE,6,52,,F12J4,63087,XVX-90-33        ,8882590,,,,,,,,,,COW,,,,,-19.1,73,75.9,51.7,19.5
287,2669680,12087332,XVX-94-29,,,15/11/1998,21/08/1994,,,3,FALSE,-1,49,,F,63895,XVX-90-53        ,8882617,,,,,DIED,OTHERD,,,Salmonella?,COW,,,,,,74,,,
288,2669680,11202196,XVX-93-28,,,31/05/1998,19/08/1993,,,3,FALSE,47,48,,F,63895,XVX-88-45        ,8127085,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,75,,,
289,2669680,10489311,XVX-92-23,,,31/05/1998,14/08/1992,,,4,FALSE,21,50,,F,63474,XVX-87-9         ,8127777,,,,,CULLED,FTC,,,,COW,,,,,,76,,,
290,2669680,11202195,XVX-93-61,,,31/05/1998,2/09/1993,,,3,FALSE,19,50,,F12J4,63895,2/17035/84/8413  ,2815251,,,,,CULLED,FTC,,,,COW,,,,,,77,,,
291,2669680,9641084,XVX-91-9,,,,11/08/1991,,,7,FALSE,20,49,,F12J4,63202,,4217588,,,,,,NOTPREGNANT,,,,COW,,,,,22.5,78,79.7,,
292,2669680,8127201,XVX-88-43,,,12/08/1996,28/08/1988,,,7,FALSE,-6,35,,F12J4,62325,,5293653,,,,,DIED,OTHER,,,,COW,,,,,,79,,,
293,2669680,12761268,XVX-95-58,,,1/05/1999,27/08/1995,,,2,FALSE,56,49,,F,63895,XVX-90-6         ,8882568,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,79,,,
294,2669680,12087304,XVX-94-32,,,,22/08/1994,,,4,FALSE,50,52,,F,662224,XVX-86-35        ,5705122,,,,,,UDR BD,,,,COW,,,,,105,80,73,103.2,18.9
295,2669680,9637442,XVX-91-19,,,,17/08/1991,,,7,FALSE,38,49,,F12J4,63206,XVX-88-16        ,8127169,,,,,,,,,,COW,,,,,69.2,81,79.6,70.2,19
296,2669680,8882581,XVX-90-32,,,,30/08/1990,,,8,FALSE,41,54,,F,84264,XVX-87-33        ,8127770,,,,,,,,,,COW,,,,,51.8,82,80.2,,
297,2669680,10489321,XVX-92-18,,,,15/08/1992,,,6,FALSE,21,50,,F11J1,63474,XVX-89-31        ,8127114,,,,,,,,,,COW,,,,,36.6,83,78.3,82,17.2
298,2669680,8127111,XVX-89-27,,,7/08/1997,26/08/1989,,,7,FALSE,20,33,,J8,62325,,4575252,,,,,DIED,MASTREM,,,,COW,,,,,,84,,,
299,2669680,11202214,XVX-93-6,,,,9/08/1993,,,5,FALSE,21,50,,F12J4,63206,XVX-88-40        ,8127168,,,,,,,,,,COW,,,,,22.8,85,72.6,62.8,18.5
300,2669680,12087312,XVX-94-33,,,,22/08/1994,,,4,FALSE,45,52,,F,63684,XVX-91-25        ,9641077,,,,,,,,,,COW,,,,,56.3,86,73.6,74,19.5
301,2669680,10489312,XVX-92-60,,,,4/09/1992,,,6,FALSE,27,53,,F,63206,XVX-85-33        ,4896008,,,,,,,,,,COW,,,,,36.4,87,78.6,90.5,19.1
302,2669680,12087314,XVX-94-34,,,,22/08/1994,,,4,FALSE,58,49,,F,63895,,4217482,,,,,,,,,,COW,,,,,124.8,88,72.4,108.8,18.5
303,2669680,8127790,XVX-87-24,,,31/05/1998,10/08/1987,,,9,FALSE,2,49,DTR OF NO 75,F12J4,82266,,4217484,,,,,CULLED,OLDAGE,,,,COW,,,,,,89,,,
304,2669680,10489323,XVX-92-6,,,25/09/1998,5/08/1992,,,5,FALSE,-10,51,,F,63474,XVX-87-54        ,8129772,,,,,CULLED,UDR BD,,,,COW,,,,,,90,,,
305,2669680,8127205,XVX-88-8,,,30/04/1999,13/08/1988,,,9,FALSE,9,44,,F,62325,XVX-87-18        ,4570067,,,,,CULLED,OLDAGE,UDR BD,,,COW,,,,,,91,,,
306,2669680,9637464,XVX-91-28,,,,21/08/1991,,,7,FALSE,23,54,,F,63206,XVX-88-8         ,8127205,,,,,,,,,,COW,,,,,21.6,92,80,67.1,14.4
307,2669680,12087331,XVX-94-35,,,,23/08/1994,,,4,FALSE,48,52,,F,63895,XVX-85-4         ,4895960,,,,,,,,,,COW,,,,,124.1,93,73.1,71,11.6
308,2669680,8882614,XVX-90-50,,,1/05/1999,8/09/1990,,,7,FALSE,3,56,,F,63071,XVX-85-19        ,4895769,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,94,,,
309,2669680,5705337,XVX-86-18,,,1/09/1997,3/08/1986,,,9,FALSE,12,52,DTR OF NO 215,F12J4,76248,,4217608,,,,,DIED,MLKFEV,,,,COW,,,,,,95,,,
310,2669680,11202242,XVX-93-23,,,16/05/1997,16/08/1993,,,2,FALSE,-11,48,,F,63087,XVX-85-56        ,4895385,,,,,CULLED,LOWPRD,,,,COW,,,,,,96,,,
311,2669680,12761253,XVX-95-59,,,,28/08/1995,,,3,FALSE,50,52,,F,662025,XVX-91-2         ,9637465,,,,,,,,,,COW,,,,,123.2,96,69.6,,
312,2669680,11202220,XVX-93-24,,,20/11/1998,17/08/1993,,,4,FALSE,36,52,,F12J4,63895,XVX-85-26        ,4895484,,,,,DIED,OTHERD,,,Salmonella,COW,,,,,,97,,,
313,2669680,8882607,XVX-90-38,,,6/09/1997,1/09/1990,,,6,FALSE,-8,46,,F12J4,62888,,4217607,,,,,DIED,MLKFEV,,,,COW,,,,,,98,,,
314,2669680,9641075,XVX-91-23,,,,19/08/1991,,,7,FALSE,52,41,,F12J4,63366,,4217546,,,,,CULLED,UDR BD,,,,COW,,,,,110.9,99,78,,
315,2669680,2815250,2/17035/84/8412,,,1/09/1997,20/08/1984,,,9,FALSE,24,48,DTR OF        NO  54,F8 J8,77209,,,,,,,DIED,MLKFEV,,,,COW,,,,,,100,,,
316,2669680,8170652,XVX-89-33,,,16/05/1997,27/08/1989,,,6,FALSE,34,39,,F,62888,XVX-86-39        ,8127764,,,,,CULLED,OTHER,,,,COW,,,,,,101,,,
317,2669680,12761235,XVX-95-60,,,,29/08/1995,,,3,FALSE,51,51,,F,662025,XVX-91-6         ,9637453,,,,,,,,,,COW,,,,,85.1,101,69.4,83.6,14.7
318,2669680,8127185,XVX-89-55,,,,5/09/1989,,,9,FALSE,17,49,,J8,62325,2/17035/84/844   ,2815242,,,,,,,,,,COW,,,,,1.2,102,79,,
319,2669680,8127179,XVX-88-54,,,31/05/1998,1/09/1988,,,8,FALSE,2,36,,F8 J8,62325,,4217579,,,,,CULLED,FTC,,,,COW,,,,,,103,,,
320,2669680,12761295,XVX-95-65,,,31/05/1998,30/08/1995,,,1,FALSE,45,44,,F,662025,XVX-91-61        ,9641073,,,,,CULLED,FTC,,,,COW,,,,,,104,,,
321,2669680,10489301,XVX-92-55,,,16/05/1997,31/08/1992,,,3,FALSE,-20,46,,F12J4,63773,XVX-88-22        ,8127139,,,,,CULLED,UDR BD,,,,COW,,,,,,104,,,
322,2669680,10489314,XVX-92-29,,,15/03/1999,18/08/1992,,,5,FALSE,-5,47,,F10J2,63474,XVX-85-60        ,4895364,,,,,CULLED,INJURY,,,cut quarter,COW,,,,,,105,,,
323,2669680,8127133,XVX-89-35,,,,25/08/1989,,,9,FALSE,46,44,,F4 J4,63372,,4217508,,,,,,,,,,COW,,,,,94.1,106,78.9,,
324,2669680,10489332,XVX-92-28,,,,18/08/1992,,,6,FALSE,10,53,,F10J2,63474,XVX-89-25        ,8127124,,,,,,,,,,COW,,,,,-16.7,107,78.3,,
325,2669680,8127168,XVX-88-40,,,30/04/1999,27/08/1988,,,9,FALSE,6,44,,F8 J8,62325,,5054338,,,,,CULLED,OLDAGE,,,,COW,,,,,,108,,,
326,2669680,11202198,XVX-93-3,,,,8/08/1993,,,5,FALSE,44,53,,F12J4,63087,XVX-88-72        ,8127193,,,,,,,,,,COW,,,,,138,109,75.9,77.1,19.6
327,2669680,8127123,XVX-88-7,,,6/09/1996,13/08/1988,,,7,FALSE,-10,33,,F12J4,62325,,4217492,,,,,DIED,OTHER,,,,COW,,,,,,110,,,
328,2669680,12761279,XVX-95-67,,,1/08/1998,31/08/1995,,,1,FALSE,47,44,,F,63684,XVX-92-53        ,10489330,,,,,CULLED,FTC,,,,COW,,,,,,110,,,
329,2669680,10489336,XVX-92-1,,,,28/07/1992,,,6,FALSE,19,40,,F12J4,63474,2/17035/84/8426  ,2815264,,,,,,,,,,COW,,,,,48.9,111,77.2,,
330,2669680,11202210,XVX-93-47,,,,26/08/1993,,,5,FALSE,32,53,,F,63206,XVX-86-18        ,5705337,,,,,,,,,,COW,,,,,54.6,112,76.7,67.4,18.9
331,2669680,12335205,XVX-94-38,,,,24/08/1994,,,4,FALSE,28,52,,F,63714,XVX-91-13        ,9641081,,,,,,,,,,COW,,,,,65.2,113,73.6,73.9,18.3
332,2669680,11202211,XVX-93-16,,,,12/08/1993,,,5,FALSE,19,46,,F8 J2,63622,XVX-89-67        ,8170684,,,,,,,,,,COW,,,,,51.8,114,75.5,67.4,13.4
333,2669680,10489349,XVX-92-40,,,,24/08/1992,,,6,FALSE,31,54,,F12J4,63366,XVX-86-36        ,5705156,,,,,,,,,,COW,,,,,58.9,115,78.8,,
334,2669680,8127192,XVX-89-39,,,,29/08/1989,,,9,FALSE,58,42,,F6 J2,63206,XVX-85-58        ,4895794,,,,,,,,,,COW,,,,,124.9,116,78.5,,
335,2669680,11202233,XVX-93-9,,,,10/08/1993,,,5,FALSE,25,54,,F,63087,XVX-86-55        ,5705168,,,,,,,,,,COW,,,,,47.3,117,76.7,69.2,14.4
336,2669680,8127756,XVX-87-15,,,1/05/1999,3/08/1987,,,10,FALSE,17,55,,F8 J8,82279,,4217576,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,118,,,
337,2669680,11202194,XVX-93-48,,,,26/08/1993,,,5,FALSE,2,51,,F12J4,63087,,4217440,,,,,,,,,,COW,,,,,-0.8,119,75.8,56.6,14
338,2669680,8127214,XVX-89-34,,,,27/08/1989,,,9,FALSE,14,39,,F4 J4,62888,,4217641,,,,,,,,,,COW,,,,,29.6,120,78.6,65.2,13.1
339,2669680,10489339,XVX-92-24,,,,17/08/1992,,,6,FALSE,11,56,,F12J4,63474,XVX-87-19        ,8127765,,,,,,,,,,COW,,,,,8.6,121,78.9,50.4,12
340,2669680,8170661,XVX-88-19,,,,19/08/1988,,,10,FALSE,25,40,,F12J4,62891,,4217586,,,,,,,,,,COW,,,,,69.6,122,78.4,,
341,2669680,11202199,XVX-93-33,,,31/05/1998,20/08/1993,,,3,FALSE,29,49,,F12J4,63206,XVX-88-32        ,8170664,,,,,CULLED,LOWPRD,,,,COW,,,,,,123,,,
342,2669680,8882568,XVX-90-6,,,,18/08/1990,,,8,FALSE,46,55,,F,63206,,5054328,,,,,,,,,,COW,,,,,61.5,124,79.9,73.3,20
343,2669680,10489304,XVX-92-46,,,7/04/1997,28/08/1992,,,2,FALSE,28,46,,F12J4,63474,XVX-88-72        ,8127193,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,125,,,
344,2669680,12761238,XVX-95-72,,,,1/09/1995,,,3,FALSE,35,50,,F,63895,XVX-91-27        ,9637441,,,,,,,,,,COW,,,,,68.2,125,68,,
345,2669680,8127158,XVX-89-5,,,25/09/1998,17/08/1989,,,8,FALSE,-11,37,,F4 J4,62888,,4217552,,,,,CULLED,UDR BD,,,,COW,,,,,,126,,,
346,2669680,8170670,XVX-88-50,,,2/06/1996,31/08/1988,,,6,FALSE,-11,34,,F8 J8,62325,2/17035/84/8438  ,2815271,,,,,SOLD,,,,,COW,,,,,,127,,,
347,2669680,12087313,XVX-94-39,,,31/05/1998,24/08/1994,,,2,FALSE,39,48,,F,662224,XVX-86-32        ,5705364,,,,,CULLED,FTC,,,,COW,,,,,,127,,,
348,2669680,8882591,XVX-90-49,,,21/04/1997,7/09/1990,,,5,FALSE,11,46,,F,63206,XVX-85-42        ,4895969,,,,,CULLED,LAMEREM,,,,COW,,,,,,128,,,
349,2669680,12761255,XVX-95-73,,,1/08/1998,2/09/1995,,,1,FALSE,36,43,,F,662025,XVX-86-16        ,5705332,,,,,CULLED,FTC,,,,COW,,,,,,128,,,
350,2669680,8129789,XVX-87-13,,,,1/08/1987,,,11,FALSE,36,51,,F8 J8,81252,,4217475, ,,,,,,,,,COW,,,,,78.6,324,79.6,70.5,11.4
351,2669680,10489358,XVX-92-36,,,,22/08/1992,,,6,FALSE,26,55,,F,63202,XVX-87-29        ,8127763,,,,,,,,,,COW,,,,,15.7,130,78.6,,
352,2669680,12761243,XVX-95-75,,,31/05/1998,2/09/1995,,,1,FALSE,45,40,,F8 J4,63684,XVX-89-40        ,8127110,,,,,CULLED,FTC,,,,COW,,,,,,131,,,
353,2669680,4895424,XVX-85-11,,,16/05/1997,30/07/1985,,,9,FALSE,15,50,DTR OF NO 55,F12J4,80241,,4217468,,,,,CULLED,UDR BD,,,,COW,,,,,,131,,,
354,2669680,11202253,XVX-93-18,,,,12/08/1993,,,5,FALSE,13,51,,F,63087,XVX-88-31        ,8170663,,,,,,,,,,COW,,,,,27.3,132,76.3,58.8,14.1
355,2669680,4895484,XVX-85-26,,,29/04/1999,5/08/1985,,,10,FALSE,38,57,DTR OF NO 78,F8 J8,80241,,4217487,,,,,CULLED,NOTPREGNANT,OLDAGE,,,COW,,,,,,133,,,
356,2669680,10489335,XVX-92-19,,,,15/08/1992,,,6,FALSE,43,58,,F,63474,XVX-87-17        ,8127762,,,,,,,,,,COW,,,,,63.8,134,79,,
357,2669680,11202240,XVX-93-38,,,1/05/1999,22/08/1993,,,4,FALSE,31,52,,F,662244,XVX-86-4         ,5705307,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,135,,,
358,2669680,9641080,XVX-91-50,,,31/05/1998,30/08/1991,,,5,FALSE,54,54,,F,63206,XVX-87-17        ,8127762,,,,,CULLED,FTC,,,,COW,,,,,,136,,,
359,2669680,8127791,XVX-87-31,,,31/05/1998,13/08/1987,,,9,FALSE,25,51,DTR OF NO 132,F12J4,82228,,4217531,,,,,CULLED,FTC,,,,COW,,,,,,137,,,
360,2669680,11202226,XVX-93-15,,,,12/08/1993,,,5,FALSE,33,53,,F10J2,63622,XVX-89-25        ,8127124,,,,,,,,,,COW,,,,,74.3,138,76,68.3,19.6
361,2669680,8882589,XVX-90-29,,,15/09/1996,28/08/1990,,,4,FALSE,43,53,,F12J4,63206,XVX-85-26        ,4895484,,,,,DIED,DIFCLV,,,,COW,,,,,,139,,,
362,2669680,12761267,XVX-95-76,,,4/12/1997,3/09/1995,,,1,FALSE,44,38,,F,662025,XVX-92-40        ,10489349,,,,,SOLD,,,,,COW,,,,,,139,,,
363,2669680,8127761,XVX-87-30,,,1/02/1999,11/08/1987,,17/10/1998,10,FALSE,9,56,,F,81221,2/17035/84/8482  ,2815285,,,,,CULLED,LAMEREM,,,,COW,,,,,,140,,,
364,2669680,8127120,XVX-89-66,,,6/09/1997,13/09/1989,,,7,FALSE,44,37,,F8,63071,2/17035/84/8443  ,2815276,,,,,DIED,DIFCLV,,,,COW,,,,,,141,,,
365,2669680,12087305,XVX-94-41,,,31/05/1998,25/08/1994,,,2,FALSE,35,46,,F,63684,XVX-90-10        ,8882563,,,,,CULLED,FTC,,,,COW,,,,,,142,,,
366,2669680,12087299,XVX-94-46,,,16/05/1997,26/08/1994,,,1,FALSE,23,42,,F12J4,63895,,4217440,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,143,,,
367,2669680,13046970,CVBR-95-11,,,,16/08/1995,,,3,FALSE,28,52,,F,89287,CVBR-91-19       ,9393593,,,,,,,,,,COW,,,,,59.7,143,69.2,70.7,14.1
368,2669680,13122243,GTML-95-3,,,1/08/1998,6/08/1995,,,1,FALSE,37,42,,F,90242,GTML-91-38       ,9282967,,,,,CULLED,FTC,,,,COW,,,,,,144,,,
369,2669680,8127202,XVX-89-47,,,5/05/1997,31/08/1989,,,6,FALSE,11,38,,F6 J2,63071,XVX-86-57        ,5705142,,,,,CULLED,HI CEL,,,,COW,,,,,,144,,,
370,2669680,8127079,XVX-89-43,,,5/05/1997,29/08/1989,,,6,FALSE,-29,36,,F8,62888,2/17035/84/8435  ,2815268,,,,,CULLED,LOWPRD,,,,COW,,,,,,145,,,
371,2669680,13122263,GTML-95-4,,,1/05/1998,8/08/1995,,,1,FALSE,40,41,,F,90242,GTML-91-32       ,9270171,,,,,CULLED,FTC,,,,COW,,,,,,145,,,
372,2669680,9641067,XVX-91-32,,,,21/08/1991,,,7,FALSE,14,53,,F12J4,63206,XVX-88-40        ,8127168,,,,,,,,,,COW,,,,,-8,146,79.9,57.1,19.7
373,2669680,12068150,XVX-94-47,,,,27/08/1994,,,4,FALSE,32,52,,F,63895,XVX-86-39        ,8127764,,,,,,,,,,COW,,,,,38.6,147,73.5,74.1,14.2
374,2669680,9641102,XVX-91-46,,,,28/08/1991,,,7,FALSE,25,51,,F,63206,XVX-88-25        ,8127096,,,,,,,,,,COW,,,,,3.1,148,80.1,63.5,18.6
375,2669680,13122219,GTML-95-6,,,,7/08/1995,,,3,FALSE,54,53,,F,90258,BMQM-86-3        ,5651748,,,,,,,,,,COW,,,,,81.8,149,69.5,84.9,14.2
376,2669680,8170676,XVX-88-63,,,3/08/1996,5/09/1988,,,6,FALSE,25,34,,F8 J8,62325,XVX-85-14        ,4895557,,,,,DIED,OTHER,,,,COW,,,,,,149,,,
377,2669680,11202230,XVX-93-12,,,18/08/1997,11/08/1993,,,3,FALSE,30,47,,F8 J4,63087,XVX-89-68        ,8127132,,,,,CULLED,UDR BD,,,,COW,,,,,,150,,,
378,2669680,8127142,XVX-87-37,,,,9/08/1987,,,11,FALSE,40,52,,F12J4,82279,,4217518,,,,,,,,,,COW,,,,,89.8,151,79.9,,
379,2669680,4895960,XVX-85-4,,,31/05/1998,28/07/1985,,,8,FALSE,12,53,DTR OF NO 194,F12J4,80224,,4217590,,,,,CULLED,FTC,,,,COW,,,,,,152,,,
380,2669680,8882606,XVX-90-20,,,16/05/1997,24/08/1990,,,5,FALSE,-11,49,,F12J4,63071,,4217606,,,,,CULLED,LOWPRD,,,,COW,,,,,,153,,,
381,2669680,13122255,GTML-95-9,,,9/07/1997,9/08/1995,,,,FALSE,39,39,,F,90258,BMQM-87-39       ,6099044,,,,,DIED,INJURY,,,,CALF,,,,,,153,,,
382,2669680,12087297,XVX-94-48,,,31/05/1998,28/08/1994,,,2,FALSE,37,48,,F,63895,XVX-91-3         ,9641095,,,,,CULLED,FTC,,,,COW,,,,,,154,,,
383,2669680,8127130,XVX-88-2,,,,4/08/1988,,,10,FALSE,33,47,,F,62891,2/17035/84/8489  ,2815292,,,,,,,,,,COW,,,,,65.9,155,78.5,75.2,17.6
384,2669680,10489352,XVX-92-16,,,1/05/1999,12/08/1992,,,5,FALSE,45,55,,F,63474,XVX-85-57        ,4895515,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,156,,,
385,2669680,9637459,XVX-91-49,,,16/05/1997,29/08/1991,,,4,FALSE,8,49,,F12J4,63366,,4217482,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,157,,,
386,2669680,13122223,GTML-95-18,,,31/05/1998,12/08/1995,,,1,FALSE,47,45,,F,90242,4/4813/84/849    ,2913134,,,,,CULLED,FTC,,,,COW,,,,,,157,,,
387,2669680,9637440,XVX-91-24,,,,19/08/1991,,,7,FALSE,46,55,,F,63206,XVX-88-39        ,8170667,,,,,,,,,,COW,,,,,87.8,158,80,68.6,12
388,2669680,10489353,XVX-92-15,,,,12/08/1992,,,6,FALSE,51,57,,F,63474,XVX-87-18        ,4570067,,,,,,,,,,COW,,,,,117.9,159,79,81.7,19.3
389,2669680,8127792,XVX-87-50,,,1/08/1998,27/08/1987,,,9,FALSE,23,51,DTR OF NO 164,F12J4,82279,,4217561,,,,,CULLED,FTC,,,,COW,,,,,,160,,,
390,2669680,10489355,XVX-92-12,,,,10/08/1992,,,6,FALSE,3,55,,F12J4,63474,2/17035/84/8486  ,2815289,,,,,,,,,,COW,,,,,-9.8,161,78.3,,
391,2669680,8127124,XVX-89-25,,,,24/08/1989,,,9,FALSE,31,46,,F4 J4,62888,,4217496,,,,,CULLED,UDR HEALTH,,,Teat injury,COW,,,,,71.9,162,78.7,72.7,18.7
392,2669680,12335206,XVX-94-52,,,,1/09/1994,,,4,FALSE,39,53,,F,63895,XVX-87-42        ,8127766,,,,,,,,,,COW,,,,,75,163,73.7,99.6,19
393,2669680,9641088,XVX-91-40,,,16/05/1997,24/08/1991,,,4,FALSE,44,51,,F,63366,XVX-88-5         ,8127145,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,164,,,
394,2669680,13122218,GTML-95-19,,,,13/08/1995,,,3,FALSE,35,51,,F,89219,BMQM-90-14       ,8536885,,,,,,,,,,COW,,,,,31.2,164,68.5,66.6,18.6
395,2669680,11202204,XVX-93-36,,,,21/08/1993,,,5,FALSE,42,53,,F12J4,63206,XVX-87-43        ,8127758,,,,,,,,,,COW,,,,,69.9,165,75.8,74.9,19.7
396,2669680,10489330,XVX-92-53,,,1/05/1999,31/08/1992,,,5,FALSE,38,53,,F,63202,XVX-85-6         ,4895229,,,,,CULLED,ABORT,,,,COW,,,,,,166,,,
397,2669680,12335188,XVX-94-54,,,16/05/1997,1/09/1994,,,1,FALSE,49,46,,F,63684,XVX-91-24        ,9637440,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,167,,,
398,2669680,13122253,GTML-95-32,,,,18/08/1995,,,3,FALSE,30,52,,F,89287,GTML-91-28       ,9689607,,,,,,,,,,COW,,,,,42.9,167,68.7,72.3,18.2
399,2669680,11202205,XVX-93-51,,,,27/08/1993,,,5,FALSE,50,50,,F,662244,XVX-88-42        ,8127153,,,,,,,,,,COW,,,,,102.8,168,76.1,106,18.7
400,2669680,8127762,XVX-87-17,,,31/05/1998,4/08/1987,,,9,FALSE,62,56,DTR OF NO 139,F12J4,82279,,4217537,,,,,CULLED,FTC,OLDAGE,,,COW,,,,,,169,,,
401,2669680,9641097,XVX-91-52,,,,1/09/1991,,,7,FALSE,-9,57,,F,62888,XVX-85-19        ,4895769,,,,,,,,,,COW,,,,,-31.4,170,80.4,36.4,20
402,2669680,8172545,XVX-88-3,,,31/05/1998,8/08/1988,,,8,FALSE,6,33,,F12J4,62849,,4217601,,,,,DIED,UNKNWN,,,,COW,,,,,,171,,,
403,2669680,8882596,XVX-90-18,,,,23/08/1990,,,8,FALSE,7,52,,F12J4,63071,,4217554,,,,,,,,,,COW,,,,,20.1,172,79.6,,
404,2669680,14344097,FCLQ-95-33,,,,1/08/1995,,,3,FALSE,21,28,,F,,,,,,,,,,,,,COW,,,,,20.4,173,65.2,57.8,16.5
405,2669680,11202206,XVX-93-14,,,7/04/1997,12/08/1993,,,1,FALSE,7,44,,F,63622,XVX-86-16        ,5705332,,,,,CULLED,,,,,COW,,,,,,173,,,
406,2669680,8170658,XVX-88-6,,,31/05/1998,14/08/1988,,,8,FALSE,17,40,,F12J4,62888,,4217588,,,,,CULLED,FTC,,,,COW,,,,,,174,,,
407,2669680,10489315,XVX-92-56,,,15/03/1999,2/09/1992,,,5,FALSE,18,49,,F10J2,63206,XVX-89-28        ,8127102,,,,,CULLED,UDR BD,,,,COW,,,,,,175,,,
408,2669680,10489299,XVX-92-37,,,10/09/1998,23/08/1992,,,3,FALSE,40,49,,F8 J4,63773,XVX-89-11        ,8127178,,,,,CULLED,DIFCLV,,,,COW,,,,,,176,,,
409,2669680,10489343,XVX-92-25,,,31/05/1998,18/08/1992,,,4,FALSE,36,52,,F,63773,XVX-85-34        ,4895446,,,,,CULLED,FTC,,,,COW,,,,,,177,,,
410,2669680,10489308,XVX-92-43,,,31/05/1998,26/08/1992,,,4,FALSE,56,51,,F,63366,XVX-87-34        ,8127781,,,,,CULLED,FTC,,,,COW,,,,,,178,,,
411,2669680,11202225,XVX-93-58,,,,31/08/1993,,,5,FALSE,61,55,,F,63895,XVX-87-50        ,8127792,,,,,,,,,,COW,,,,,135.8,179,76.7,112.7,19.3
412,2669680,8127132,XVX-89-68,,,19/08/1996,15/09/1989,,,6,FALSE,24,43,,J8,62325,XVX-85-10        ,4895739,,,,,DIED,OTHER,,,,COW,,,,,,180,,,
413,2669680,13122239,GTML-95-37,,,,22/08/1995,,,3,FALSE,59,51,,F,89219,BMQM-89-33       ,7731338,,,,,,,,,,COW,,,,,100.8,180,69,81.4,19.4
414,2669680,8127184,XVX-89-54,,,,4/09/1989,,,9,FALSE,22,45,,F4 J4,63206,,4217588,,,,,,,,,,COW,,,,,46.6,181,78.7,,
415,2669680,8127199,XVX-89-8,,,20/11/1998,16/08/1989,,,7,FALSE,9,44,,F6 J2,62849,XVX-86-33        ,5705160,,,,,CULLED,RESPIRATORY,,,Chronic weight loss,COW,,,,,,182,,,
416,2669680,9637450,XVX-91-21,,,,17/08/1991,,,7,FALSE,39,55,,F12J4,63366,XVX-88-64        ,8127189,,,,,,,,,,COW,,,,,100.3,183,80.1,,
417,2669680,12335200,XVX-94-55,,,1/08/1998,2/09/1994,,,2,FALSE,4,47,,F,63895,XVX-85-56        ,4895385,,,,,CULLED,FTC,,,,COW,,,,,,184,,,
418,2669680,8127765,XVX-87-19,,,,6/08/1987,,,11,FALSE,18,58,DTR OF NO 47,F8 J8,82228,,4217463,,,,,,,,,,COW,,,,,65.3,185,78.1,,
419,2669680,13122231,GTML-95-36,,,,21/08/1995,,,3,FALSE,58,51,,F,662625,BLWF-89-2        ,7507643,,,,,,,,,,COW,,,,,72,186,68.9,80.8,19.4
420,2669680,11202207,XVX-93-20,,,26/08/1996,14/08/1993,,,2,FALSE,32,46,,F,63622,XVX-90-32        ,8882581,,,,,DIED,DIFCLV,,,,COW,,,,,,186,,,
421,2669680,10489313,XVX-92-58,,,23/09/1996,9/09/1992,,,3,FALSE,24,43,,F12J4,63773,XVX-88-58        ,8127188,,,,,DIED,G STAG,,,,COW,,,,,,187,,,
422,2669680,13122224,GTML-95-34,,,,20/08/1995,,,3,FALSE,35,52,,F,90279,4/4813/84/8437   ,2913162,,,,,,,,,,COW,,,,,36.3,187,69.4,72.2,14.2
423,2669680,5705168,XVX-86-55,,,,30/08/1986,,,11,FALSE,34,54,DTR OF NO 83,F12J4,76264,,4217492,,,,,,,,,,COW,,,,,118.6,188,79.9,,
424,2669680,8127078,XVX-89-46,,,11/03/1999,31/08/1989,,,8,FALSE,34,38,,F8,63206,2/17035/84/847   ,2815245,,,,,CULLED,LAMEREM,,,,COW,,,,,,189,,,
425,2669680,10489348,XVX-92-48,,,1/05/1999,30/08/1992,,,5,FALSE,49,52,,F,63202,XVX-88-52        ,8127109,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,190,,,
