VID,EID,Weight,DOB,TestDate,Result,Month_Yr
15363,982123500577087,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15364,982123500577133,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15365,982123500576727,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15367,982123500576800,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15369,982123500576670,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15370,982123500577226,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15371,982123500576709,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15375,982123500576738,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15379,982123500577029,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15383,982123500576961,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15386,982123500576749,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15393,982123500587049,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15395,982123500577054,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15396,982123500577115,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15402,982123500577210,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15403,982123500577804,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15405,982123500577013,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15415,982123500576745,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15416,982123500577280,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15417,982123500576757,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15418,982123500576965,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15423,982123500577062,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15424,982123500577781,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15426,982123500577287,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15427,982123500576975,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15429,982123500576945,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15431,982123500577372,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15433,982123500577030,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15436,982123500577501,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15437,982123500577088,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15438,982123500577137,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15444,982123500577084,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15445,982123500576761,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15446,982123500577085,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15447,982123500577043,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15450,982123500576842,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15451,982123500577149,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15452,982123500577095,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15453,982123500577400,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15454,982123500577334,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15456,982123500587100,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15457,982123500576725,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15458,982123500587358,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15459,982123500576676,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15468,982123500577200,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15471,982123500576699,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15472,982123500576936,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15483,982123500577155,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15486,982123500577252,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15488,982123500576750,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15489,982123500576915,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15491,982123500577711,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15492,982123500577347,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15496,982123500577127,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15500,982123500576708,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15505,982123500577259,NA,1/03/2015,22/12/2015,Pregnant,2015-12
15846,982123500573368,NA,1/09/2015,22/12/2015,Pregnant,2015-12
142024,982123490349939,NA,1/06/2014,22/12/2015,Pregnant,2015-12
142101,982123490349938,NA,1/06/2014,22/12/2015,Pregnant,2015-12
142118,982123490349665,NA,1/06/2014,22/12/2015,Pregnant,2015-12
142308,982123500494932,NA,1/09/2014,22/12/2015,Pregnant,2015-12
142318,982123500492852,NA,1/09/2014,22/12/2015,Pregnant,2015-12
142348,982123500492841,NA,1/09/2014,22/12/2015,Pregnant,2015-12
142356,982123500494688,NA,1/09/2014,22/12/2015,Pregnant,2015-12
142538,982123500492889,NA,1/11/2014,22/12/2015,Pregnant,2015-12
142539,982123500545125,NA,1/11/2014,22/12/2015,Pregnant,2015-12
142611,982123500489032,NA,1/11/2014,22/12/2015,Pregnant,2015-12
142618,982123500546932,NA,1/11/2014,22/12/2015,Pregnant,2015-12
142626,982123500496418,NA,1/11/2014,22/12/2015,Pregnant,2015-12
142672,982123500495740,NA,1/11/2014,22/12/2015,Pregnant,2015-12
142695,982123500544860,NA,1/11/2014,22/12/2015,Pregnant,2015-12
142697,982123500495967,NA,1/11/2014,22/12/2015,Pregnant,2015-12
142713,982123500545114,NA,1/11/2014,22/12/2015,Pregnant,2015-12
142714,982123500553962,NA,1/11/2014,22/12/2015,Pregnant,2015-12
142731,982123500544781,NA,1/11/2014,22/12/2015,Pregnant,2015-12
142755,982123500551770,NA,1/11/2014,22/12/2015,Pregnant,2015-12
153410,982123500585986,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153412,982123500586068,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153424,982123500586912,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153430,982123500586495,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153432,982123500585945,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153434,982123500586235,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153445,982123500586038,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153447,982123500585991,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153448,982123500586001,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153454,982123500586012,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153458,982123500586149,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153478,982123517529096,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153480,982123517529083,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153485,982123517529124,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153487,982123517529109,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153492,982123517529094,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153495,982123517529126,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153499,982123517529098,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153510,982123517529093,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153514,982123517529104,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153520,982123517529107,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153524,982123517529082,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153538,982123517529154,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153539,982123517529137,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153540,982123517529139,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153541,982123517529171,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153542,982123517529156,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153545,982123517529138,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153548,982123517529135,NA,1/04/2015,22/12/2015,Pregnant,2015-12
153551,982123500577034,NA,1/09/2015,22/12/2015,Pregnant,2015-12
62,982000134317779,NA,24/03/2010,22/12/2015,Empty,2015-12
156,982000134317836,NA,28/03/2010,22/12/2015,Empty,2015-12
210,982000134318331,NA,30/03/2010,22/12/2015,Empty,2015-12
219,982000134317773,NA,30/03/2010,22/12/2015,Empty,2015-12
368,982000134335291,NA,18/03/2010,22/12/2015,Empty,2015-12
541,982123499665074,NA,1/09/2010,22/12/2015,Empty,2015-12
551,982000154252192,NA,1/09/2010,22/12/2015,Empty,2015-12
1290,982000180727529,NA,1/03/2011,22/12/2015,Empty,2015-12
1466,982000162742612,NA,14/06/2011,22/12/2015,Empty,2015-12
1495,982000180727887,NA,28/06/2011,22/12/2015,Empty,2015-12
7722,982123490304294,NA,1/07/2007,22/12/2015,Empty,2015-12
11023,982123465095809,NA,8/08/1988,22/12/2015,Empty,2015-12
11055,982123465095109,NA,1/01/2011,22/12/2015,Empty,2015-12
12023,982123464228613,NA,1/03/2012,22/12/2015,Empty,2015-12
12158,982123464228418,NA,5/03/2012,22/12/2015,Empty,2015-12
12546,982123464234562,NA,18/06/2012,22/12/2015,Empty,2015-12
12577,982123464234704,NA,9/07/2012,22/12/2015,Empty,2015-12
12586,982000180728266,NA,1/01/2010,22/12/2015,Empty,2015-12
12697,982123464241179,NA,7/09/2012,22/12/2015,Empty,2015-12
12790,982123464241093,NA,9/09/2012,22/12/2015,Empty,2015-12
13038,982123462115788,NA,18/02/2013,22/12/2015,Empty,2015-12
13247,982123462115856,NA,4/03/2013,22/12/2015,Empty,2015-12
13813,982123465108722,NA,20/03/2012,22/12/2015,Empty,2015-12
13903,982123490053040,NA,1/09/2013,22/12/2015,Empty,2015-12
112712,982123462888555,NA,1/12/2011,22/12/2015,Empty,2015-12
121098,982123483752080,NA,1/11/2012,22/12/2015,Empty,2015-12
121134,982123490247438,NA,1/11/2012,22/12/2015,Empty,2015-12
121210,982123483751648,NA,1/11/2012,22/12/2015,Empty,2015-12
121233,982123483751996,NA,1/11/2012,22/12/2015,Empty,2015-12
121286,982123464234361,NA,20/03/2012,22/12/2015,Empty,2015-12
131040,982123490109371,NA,1/09/2013,22/12/2015,Empty,2015-12
131676,982123490247606,NA,1/09/2013,22/12/2015,Empty,2015-12
131704,982123490247456,NA,1/09/2013,22/12/2015,Empty,2015-12
131710,982123490248060,NA,1/09/2013,22/12/2015,Empty,2015-12
131725,982123490247363,NA,1/09/2013,22/12/2015,Empty,2015-12
131775,982123490247294,NA,1/09/2013,22/12/2015,Empty,2015-12
131793,982123490248031,NA,1/11/2013,22/12/2015,Empty,2015-12
141428,982123499659667,NA,1/03/2014,22/12/2015,Empty,2015-12
141442,982123499664768,NA,1/03/2014,22/12/2015,Empty,2015-12
141448,982123490248017,NA,1/03/2014,22/12/2015,Empty,2015-12
141498,982123499659856,NA,1/03/2014,22/12/2015,Empty,2015-12
141531,982123499665190,NA,1/03/2014,22/12/2015,Empty,2015-12
141589,982123490248092,NA,1/03/2014,22/12/2015,Empty,2015-12
143202,982123500496253,NA,1/09/2014,22/12/2015,Empty,2015-12
131700,982123490247983,NA,1/09/2013,22/12/2015,Pregnant,2015-12
13415,982123462115691,NA,20/03/2013,22/12/2015,Empty,2015-12
13914,982123490052524,NA,1/09/2013,22/12/2015,Empty,2015-12
121411,982123465095778,NA,1/09/2012,22/12/2015,Empty,2015-12
131056,982123490109473,NA,1/09/2013,22/12/2015,Empty,2015-12
131149,982123490109561,NA,1/09/2013,22/12/2015,Empty,2015-12
131412,982123490304357,NA,1/09/2013,22/12/2015,Empty,2015-12
131530,982123490304344,NA,1/09/2013,22/12/2015,Empty,2015-12
131605,982123490304442,NA,1/09/2013,22/12/2015,Empty,2015-12
131698,982123490304246,NA,1/09/2013,22/12/2015,Empty,2015-12
131712,982123490247920,NA,1/09/2013,22/12/2015,Empty,2015-12
131734,982123490247671,NA,1/09/2013,22/12/2015,Empty,2015-12
131735,982123490247718,NA,1/09/2013,22/12/2015,Empty,2015-12
131759,982123490247869,NA,1/09/2013,22/12/2015,Empty,2015-12
131770,982123490247989,NA,1/09/2013,22/12/2015,Empty,2015-12
131774,982123490247976,NA,1/09/2013,22/12/2015,Empty,2015-12
131795,982123490247505,NA,1/11/2013,22/12/2015,Empty,2015-12
131862,982123490248107,NA,1/11/2013,22/12/2015,Empty,2015-12
131868,982123490247376,NA,1/11/2013,22/12/2015,Empty,2015-12
141513,982123499659846,NA,1/03/2014,22/12/2015,Empty,2015-12
15301,982123500587070,NA,1/03/2015,22/12/2015,Empty,2015-12
15323,982123500576864,NA,1/03/2015,22/12/2015,Empty,2015-12
15350,982123500577176,NA,1/03/2015,22/12/2015,Empty,2015-12
15352,982123500577019,NA,1/03/2015,22/12/2015,Empty,2015-12
15358,982123500577041,NA,1/03/2015,22/12/2015,Empty,2015-12
15360,982123500577812,NA,1/03/2015,22/12/2015,Empty,2015-12
15377,982123500576744,NA,1/03/2015,22/12/2015,Empty,2015-12
15388,982123500576872,NA,1/03/2015,22/12/2015,Empty,2015-12
15389,982123500577371,NA,1/03/2015,22/12/2015,Empty,2015-12
15390,982123500587651,NA,1/03/2015,22/12/2015,Empty,2015-12
15391,982123500577112,NA,1/03/2015,22/12/2015,Empty,2015-12
15411,982123500587481,NA,1/03/2015,22/12/2015,Empty,2015-12
15414,982123500577074,NA,1/03/2015,22/12/2015,Empty,2015-12
15420,982123500587549,NA,1/03/2015,22/12/2015,Empty,2015-12
15421,982123500577217,NA,1/03/2015,22/12/2015,Empty,2015-12
15422,982123500587653,NA,1/03/2015,22/12/2015,Empty,2015-12
15428,982123500577330,NA,1/03/2015,22/12/2015,Empty,2015-12
15430,982123500577652,NA,1/03/2015,22/12/2015,Empty,2015-12
15455,982123500577720,NA,1/03/2015,22/12/2015,Empty,2015-12
15464,982123500576710,NA,1/03/2015,22/12/2015,Empty,2015-12
15470,982123500577289,NA,1/03/2015,22/12/2015,Empty,2015-12
15473,982123500577681,NA,1/03/2015,22/12/2015,Empty,2015-12
15474,982123500577769,NA,1/03/2015,22/12/2015,Empty,2015-12
15477,982123500576669,NA,1/03/2015,22/12/2015,Empty,2015-12
15482,982123500577325,NA,1/03/2015,22/12/2015,Empty,2015-12
15509,982123500577031,NA,1/03/2015,22/12/2015,Empty,2015-12
15517,982123500577046,NA,1/03/2015,22/12/2015,Empty,2015-12
15518,982123500577776,NA,1/03/2015,22/12/2015,Empty,2015-12
15523,982123500577187,NA,1/03/2015,22/12/2015,Empty,2015-12
15530,982123500577073,NA,1/03/2015,22/12/2015,Empty,2015-12
131663,982123490247676,NA,1/09/2013,22/12/2015,Empty,2015-12
141502,982123499659525,NA,1/03/2014,22/12/2015,Empty,2015-12
141584,982123490247462,NA,1/03/2014,22/12/2015,Empty,2015-12
141665,982123490350003,NA,1/06/2014,22/12/2015,Empty,2015-12
141690,982123490349705,NA,1/06/2014,22/12/2015,Empty,2015-12
141698,982123490349853,NA,1/06/2014,22/12/2015,Empty,2015-12
142027,982123490349979,NA,1/06/2014,22/12/2015,Empty,2015-12
142064,982123490349483,NA,1/06/2014,22/12/2015,Empty,2015-12
142117,982123490349625,NA,1/06/2014,22/12/2015,Empty,2015-12
142120,982123490349414,NA,1/06/2014,22/12/2015,Empty,2015-12
142128,982123490349509,NA,1/06/2014,22/12/2015,Empty,2015-12
142169,982123500492996,NA,1/09/2014,22/12/2015,Empty,2015-12
142182,982123500492958,NA,1/09/2014,22/12/2015,Empty,2015-12
142199,982123500492907,NA,1/09/2014,22/12/2015,Empty,2015-12
142203,982123500495256,NA,1/09/2014,22/12/2015,Empty,2015-12
142226,982123500492918,NA,1/09/2014,22/12/2015,Empty,2015-12
142248,982123500495061,NA,1/09/2014,22/12/2015,Empty,2015-12
142312,982123500492959,NA,1/09/2014,22/12/2015,Empty,2015-12
142405,982123500494452,NA,1/09/2014,22/12/2015,Empty,2015-12
142445,982123500494436,NA,1/09/2014,22/12/2015,Empty,2015-12
142448,982123500507136,NA,1/09/2014,22/12/2015,Empty,2015-12
142480,982123500493269,NA,1/09/2014,22/12/2015,Empty,2015-12
142500,982123500494804,NA,1/09/2014,22/12/2015,Empty,2015-12
142512,982123500495232,NA,1/09/2014,22/12/2015,Empty,2015-12
142543,982123500546676,NA,1/11/2014,22/12/2015,Empty,2015-12
142547,982123500499374,NA,1/11/2014,22/12/2015,Empty,2015-12
142549,982123500496502,NA,1/11/2014,22/12/2015,Empty,2015-12
142567,982123500494691,NA,1/11/2014,22/12/2015,Empty,2015-12
142587,982123500552584,NA,1/11/2014,22/12/2015,Empty,2015-12
142588,982123500496851,NA,1/11/2014,22/12/2015,Empty,2015-12
142592,982123500499143,NA,1/11/2014,22/12/2015,Empty,2015-12
142615,982123500496362,NA,1/11/2014,22/12/2015,Empty,2015-12
142653,982123500496499,NA,1/11/2014,22/12/2015,Empty,2015-12
142655,982123500488437,NA,1/11/2014,22/12/2015,Empty,2015-12
142686,982123500545248,NA,1/11/2014,22/12/2015,Empty,2015-12
142694,982123500545391,NA,1/11/2014,22/12/2015,Empty,2015-12
142702,982123500544653,NA,1/11/2014,22/12/2015,Empty,2015-12
142708,982123500551992,NA,1/11/2014,22/12/2015,Empty,2015-12
142719,982123500489090,NA,1/11/2014,22/12/2015,Empty,2015-12
142729,982123500490243,NA,1/11/2014,22/12/2015,Empty,2015-12
142735,982123500488407,NA,1/11/2014,22/12/2015,Empty,2015-12
142749,982123500546346,NA,1/11/2014,22/12/2015,Empty,2015-12
142751,982123500546117,NA,1/11/2014,22/12/2015,Empty,2015-12
151143,982123490091253,NA,1/03/2015,22/12/2015,Empty,2015-12
151170,982123500581489,NA,1/03/2015,22/12/2015,Empty,2015-12
151176,982123500577022,NA,1/03/2015,22/12/2015,Empty,2015-12
151179,982123500577254,NA,1/03/2015,22/12/2015,Empty,2015-12
152534,982123517529122,NA,NA,22/12/2015,Empty,2015-12
153401,982123500586704,NA,1/04/2015,22/12/2015,Empty,2015-12
153402,982123500586423,NA,1/04/2015,22/12/2015,Empty,2015-12
153403,982123500586073,NA,1/04/2015,22/12/2015,Empty,2015-12
153404,982123500586318,NA,1/04/2015,22/12/2015,Empty,2015-12
153405,982123500586393,NA,1/04/2015,22/12/2015,Empty,2015-12
153406,982123500586131,NA,1/04/2015,22/12/2015,Empty,2015-12
153409,982123500586357,NA,1/04/2015,22/12/2015,Empty,2015-12
153415,982123500586140,NA,1/04/2015,22/12/2015,Empty,2015-12
153417,982123500586260,NA,1/04/2015,22/12/2015,Empty,2015-12
153418,982123500585941,NA,1/04/2015,22/12/2015,Empty,2015-12
153419,982123500586551,NA,1/04/2015,22/12/2015,Empty,2015-12
153422,982123500586848,NA,1/04/2015,22/12/2015,Empty,2015-12
153426,982123500586675,NA,1/04/2015,22/12/2015,Empty,2015-12
153427,982123500586464,NA,1/04/2015,22/12/2015,Empty,2015-12
153428,982123500586842,NA,1/04/2015,22/12/2015,Empty,2015-12
153433,982123500586629,NA,1/04/2015,22/12/2015,Empty,2015-12
153435,982123500586938,NA,1/04/2015,22/12/2015,Empty,2015-12
153441,982123500586556,NA,1/04/2015,22/12/2015,Empty,2015-12
153442,982123500586013,NA,1/04/2015,22/12/2015,Empty,2015-12
153443,982123500586424,NA,1/04/2015,22/12/2015,Empty,2015-12
153446,982123500586017,NA,1/04/2015,22/12/2015,Empty,2015-12
153451,982123500585951,NA,1/04/2015,22/12/2015,Empty,2015-12
153455,982123500586287,NA,1/04/2015,22/12/2015,Empty,2015-12
153457,982123500586004,NA,1/04/2015,22/12/2015,Empty,2015-12
153463,982123500585954,NA,1/04/2015,22/12/2015,Empty,2015-12
153465,982123500586412,NA,1/04/2015,22/12/2015,Empty,2015-12
153469,982123500586508,NA,1/04/2015,22/12/2015,Empty,2015-12
153470,982123500586039,NA,1/04/2015,22/12/2015,Empty,2015-12
153472,982123500586026,NA,1/04/2015,22/12/2015,Empty,2015-12
153483,982123517529111,NA,1/04/2015,22/12/2015,Empty,2015-12
153486,982123500586337,NA,1/04/2015,22/12/2015,Empty,2015-12
153488,982123517529110,NA,1/04/2015,22/12/2015,Empty,2015-12
153490,982123517529105,NA,1/04/2015,22/12/2015,Empty,2015-12
153491,982123517529081,NA,1/04/2015,22/12/2015,Empty,2015-12
153500,982123517529077,NA,1/04/2015,22/12/2015,Empty,2015-12
153503,982123517529078,NA,1/04/2015,22/12/2015,Empty,2015-12
153504,982123517529099,NA,1/04/2015,22/12/2015,Empty,2015-12
153505,982123517529086,NA,1/04/2015,22/12/2015,Empty,2015-12
153509,982123517529121,NA,1/04/2015,22/12/2015,Empty,2015-12
153511,982123517529091,NA,1/04/2015,22/12/2015,Empty,2015-12
153513,982123517529115,NA,NA,22/12/2015,Empty,2015-12
153525,982123517529097,NA,1/04/2015,22/12/2015,Empty,2015-12
153527,982123517529088,NA,1/04/2015,22/12/2015,Empty,2015-12
153528,982123517529089,NA,1/04/2015,22/12/2015,Empty,2015-12
153544,982123517529144,NA,1/04/2015,22/12/2015,Empty,2015-12
153546,982123517529163,NA,1/04/2015,22/12/2015,Empty,2015-12
14738,982123500493245,NA,1/11/2014,22/12/2015,Empty,2015-12
14749,982123500495025,NA,1/11/2014,22/12/2015,Empty,2015-12
14770,982123500492675,NA,1/11/2014,22/12/2015,Empty,2015-12
131765,982123490247270,NA,1/09/2013,22/12/2015,Empty,2015-12
142137,982123490349692,NA,1/06/2014,22/12/2015,Empty,2015-12
142176,982123500493048,NA,1/09/2014,22/12/2015,Empty,2015-12
142289,982123500495251,NA,1/09/2014,22/12/2015,Empty,2015-12
142384,982123500492606,NA,1/09/2014,22/12/2015,Empty,2015-12
142529,982123500494928,NA,1/11/2014,22/12/2015,Empty,2015-12
142575,982123500496592,NA,1/11/2014,22/12/2015,Empty,2015-12
142583,982123500544676,NA,1/11/2014,22/12/2015,Empty,2015-12
142603,982123500499364,NA,1/11/2014,22/12/2015,Empty,2015-12
142712,982123500496457,NA,1/11/2014,22/12/2015,Empty,2015-12
142929,982123500494637,NA,1/11/2014,22/12/2015,Empty,2015-12
143104,982123500494714,NA,1/11/2014,22/12/2015,Empty,2015-12
143246,982123500495744,NA,1/11/2014,22/12/2015,Empty,2015-12
143311,982123500495782,NA,1/11/2014,22/12/2015,Empty,2015-12
153407,982123500586825,NA,1/06/2015,22/12/2015,Empty,2015-12
153408,982123500586947,NA,1/04/2015,22/12/2015,Empty,2015-12
153414,982123500586050,NA,1/06/2015,22/12/2015,Empty,2015-12
153420,982123500585993,NA,1/06/2015,22/12/2015,Empty,2015-12
153421,982123500586874,NA,1/06/2015,22/12/2015,Empty,2015-12
153423,982123500585959,NA,1/04/2015,22/12/2015,Empty,2015-12
153429,982123500586411,NA,1/07/2015,22/12/2015,Empty,2015-12
153431,982123500586049,NA,1/07/2015,22/12/2015,Empty,2015-12
153436,982123500586477,NA,1/07/2015,22/12/2015,Empty,2015-12
153444,982123500586738,NA,1/06/2015,22/12/2015,Empty,2015-12
153449,982123500586784,NA,1/04/2015,22/12/2015,Empty,2015-12
153450,982123500586900,NA,1/04/2015,22/12/2015,Empty,2015-12
153452,982123500586252,NA,1/04/2015,22/12/2015,Empty,2015-12
153453,982123500586376,NA,1/04/2015,22/12/2015,Empty,2015-12
153459,982123500586879,NA,1/07/2015,22/12/2015,Empty,2015-12
153460,982123500585988,NA,1/07/2015,22/12/2015,Empty,2015-12
153461,982123500585977,NA,1/07/2015,22/12/2015,Empty,2015-12
153462,982123500586790,NA,1/07/2015,22/12/2015,Empty,2015-12
153464,982123500586359,NA,1/06/2015,22/12/2015,Empty,2015-12
153467,982123500586044,NA,1/07/2015,22/12/2015,Empty,2015-12
153471,982123500586080,NA,1/04/2015,22/12/2015,Empty,2015-12
153473,982123500586265,NA,1/07/2015,22/12/2015,Empty,2015-12
153496,982123500586950,NA,1/07/2015,22/12/2015,Empty,2015-12
153497,982123517529080,NA,1/06/2015,22/12/2015,Empty,2015-12
153502,982123517529090,NA,1/07/2015,22/12/2015,Empty,2015-12
153507,982123517529114,NA,1/07/2015,22/12/2015,Empty,2015-12
153515,982123517529118,NA,1/04/2015,22/12/2015,Empty,2015-12
153516,982123517529106,NA,1/06/2015,22/12/2015,Empty,2015-12
153517,982123517529102,NA,1/06/2015,22/12/2015,Empty,2015-12
153519,982123517529123,NA,1/04/2015,22/12/2015,Empty,2015-12
153521,982123517529079,NA,1/04/2015,22/12/2015,Empty,2015-12
153522,982123517529113,NA,1/07/2015,22/12/2015,Empty,2015-12
153523,982123517529101,NA,1/07/2015,22/12/2015,Empty,2015-12
153526,982123517529120,NA,1/07/2015,22/12/2015,Empty,2015-12
153529,982123517529116,NA,1/04/2015,22/12/2015,Empty,2015-12
153530,982123500586276,NA,1/04/2015,22/12/2015,Empty,2015-12
153531,982123517529119,NA,1/04/2015,22/12/2015,Empty,2015-12
153532,982123517529128,NA,1/07/2015,22/12/2015,Empty,2015-12
153533,982123517529145,NA,1/07/2015,22/12/2015,Empty,2015-12
153535,982123517529166,NA,1/07/2015,22/12/2015,Empty,2015-12
153537,982123517529159,NA,1/04/2015,22/12/2015,Empty,2015-12
153543,982123517529146,NA,1/06/2015,22/12/2015,Empty,2015-12
153547,982123517529151,NA,1/04/2015,22/12/2015,Empty,2015-12
141470,982123490248113,NA,1/03/2014,22/12/2015,Empty,2015-12
141675,982123490349803,NA,1/06/2014,22/12/2015,Empty,2015-12
142381,982123500492949,NA,1/09/2014,22/12/2015,Empty,2015-12
142435,982123500552169,NA,1/11/2014,22/12/2015,Empty,2015-12
142456,982123500493018,NA,1/09/2014,22/12/2015,Empty,2015-12
142466,982123500493101,NA,1/09/2014,22/12/2015,Empty,2015-12
142519,982123500546099,NA,1/11/2014,22/12/2015,Empty,2015-12
142546,982123500496456,NA,1/11/2014,22/12/2015,Empty,2015-12
142578,982123500496593,NA,1/11/2014,22/12/2015,Empty,2015-12
142620,982123500496212,NA,1/11/2014,22/12/2015,Empty,2015-12
142934,982123500495001,NA,NA,22/12/2015,Empty,2015-12
12727,982123464241351,96.5,15/09/2012,22/03/2016,Pregnant,2016-03
12901,982123464241315,72.5,18/09/2012,22/03/2016,Pregnant,2016-03
13500,982123490052639,71.5,1/06/2013,22/03/2016,Pregnant,2016-03
13507,982123490052613,72,11/06/2013,22/03/2016,Pregnant,2016-03
13523,982123490052932,76,1/06/2013,22/03/2016,Pregnant,2016-03
13533,982123490052482,70.5,1/06/2013,22/03/2016,Pregnant,2016-03
13665,982123465095440,96.5,20/03/2013,22/03/2016,Pregnant,2016-03
13676,982123490053225,63,20/03/2013,22/03/2016,Pregnant,2016-03
13767,982123490052860,85,7/07/2013,22/03/2016,Pregnant,2016-03
13773,982123465095481,76,1/09/2013,22/03/2016,Pregnant,2016-03
13797,982123465095639,71.5,1/07/2013,22/03/2016,Pregnant,2016-03
13807,982123490052858,69.5,1/07/2013,22/03/2016,Pregnant,2016-03
13868,982123490052676,75,1/09/2013,22/03/2016,Pregnant,2016-03
13872,982123490052697,89,1/07/2013,22/03/2016,Pregnant,2016-03
13881,982123490052499,75,1/09/2013,22/03/2016,Pregnant,2016-03
13883,982123490052664,87,1/07/2013,22/03/2016,Pregnant,2016-03
13890,982123490053058,80.5,1/09/2013,22/03/2016,Pregnant,2016-03
13932,982123490053223,75,1/09/2013,22/03/2016,Pregnant,2016-03
13982,982123490109567,65.5,1/09/2013,22/03/2016,Pregnant,2016-03
14760,982123500495081,65.5,1/11/2014,22/03/2016,Pregnant,2016-03
14778,982123500495477,68,1/09/2014,22/03/2016,Pregnant,2016-03
15332,982123500577463,59,1/03/2015,22/03/2016,Pregnant,2016-03
121175,982123483754464,83,26/11/2012,22/03/2016,Pregnant,2016-03
131022,982123490109314,67.5,1/09/2013,22/03/2016,Pregnant,2016-03
131023,982123490107940,111.5,1/09/2013,22/03/2016,Pregnant,2016-03
131071,982123490108121,80.5,1/09/2013,22/03/2016,Pregnant,2016-03
131084,982123465095510,71,10/09/2013,22/03/2016,Pregnant,2016-03
